Row.names	freq	prev	p.freq	p.prev	p	contaminant	Kingdom	Phylum	Class	Order	Family	Genus	Species
32f35fe5f243e8386077173d72c93c5e	0.06382486087375294	10	NA	0.839363888144376	0.839363888144376	FALSE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	NA	NA
3b8a820a062807c12f7e97b5ddca2904	0.035968136019034924	8	NA	0.792834807468954	0.792834807468954	FALSE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	NA	NA
6a55baf7d84831f54334e162bd34ee5a	0.02927438384925419	8	NA	0.792834807468954	0.792834807468954	FALSE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	NA	NA
a4989ec9efbe033295a0f16752498e6b	0.016914083303464486	11	NA	0.859443402126329	0.859443402126329	FALSE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	NA	NA
61ecb310645321e772b2bec184372f11	0.01465790990642244	8	NA	0.792834807468954	0.792834807468954	FALSE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	NA	NA
3bf568b955b036e1699a8fbf69d3316f	0.00905346862691825	8	NA	0.792834807468954	0.792834807468954	FALSE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	NA	NA
7535e135f32927bf9efa49efb3c20ca1	0.01942584051358435	20	NA	0.9673233270794246	0.9673233270794246	FALSE	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconobacter	NA
f9baee1cb6d5256c9edfb9f2e27a6ba1	0.007898120582642876	17	NA	0.9434914678817118	0.9434914678817118	FALSE	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconobacter	NA
1b7616654a3b4fd4a5c0f49572ea0635	0.00707258117567505	19	NA	0.9604440275171983	0.9604440275171983	FALSE	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconobacter	NA
6e55a6bbbcc6466acde1a0238f528176	0.005171112553259123	11	NA	0.859443402126329	0.859443402126329	FALSE	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	Blattabacterium_sp.
746e0509e31959acd65c5f559d72a078	0.0019731061714523004	8	NA	0.792834807468954	0.792834807468954	FALSE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	NA	NA
2fe4649d9b620d322c2fe9a7805ae7f1	0.004247572926146796	9	NA	0.8172071830608416	0.8172071830608416	FALSE	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Tanticharoenia	NA
8ae735a6ce9d88f6a274109411e8727d	0.006997737950397228	10	NA	0.839363888144376	0.839363888144376	FALSE	d__Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
7576e3db124a914fd2af00307146d111	0.008672706406650507	20	NA	0.9673233270794246	0.9673233270794246	FALSE	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Kozakia	Kozakia_baliensis
7252257f7245ad68d2e0f317d01942e9	0.008653549559448151	23	NA	0.982685607075851	0.982685607075851	FALSE	d__Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
30865137f836cfcc7b9aef894c97216f	0.009086022671211827	5	NA	0.23639774859287044	0.23639774859287044	TRUE	d__Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
0ff53328d1487d5d9549bf0182ed12e6	0.01113057810610145	29	NA	0.9968060394889663	0.9968060394889663	FALSE	d__Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
0b397e9407813880d4514dee194e7d49	0.004655132181591634	23	NA	0.982685607075851	0.982685607075851	FALSE	d__Bacteria	Actinobacteriota	Actinobacteria	Frankiales	uncultured	uncultured	NA
d0380d3699277194f6666eb0d6391798	0.0012816363943597827	8	NA	0.792834807468954	0.792834807468954	FALSE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	NA	NA
3b7de22d31b595f755162f00eae50663	0.007023698497224856	21	NA	0.973264540337711	0.973264540337711	FALSE	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter	NA
f5bf909daf16db174a1fc7a395da5b3f	0.0010652280330795251	8	NA	0.792834807468954	0.792834807468954	FALSE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	NA	NA
04e622bf98c25ef127a48f00b2191d09	0.007968015581626473	17	NA	0.9434914678817118	0.9434914678817118	FALSE	d__Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
6c363d7e73ad189db3d114f511fdb5fe	0.002406772706778433	9	NA	0.8172071830608416	0.8172071830608416	FALSE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
95921c2855e5874b320d009bf5140f5e	0.009889359286567624	16	NA	0.32055749128919864	0.32055749128919864	TRUE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
23c3297887ebf27b558998b7df124017	0.003761997512847601	18	NA	0.9525328330206378	0.9525328330206378	FALSE	d__Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	NA
e8fb84727982d2bfe970c5e5e7f31030	0.0032349726569862653	18	NA	0.9525328330206378	0.9525328330206378	FALSE	d__Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	NA
73715a98136113241a1ce65557b66cd7	0.002016471052255178	14	NA	0.9085365853658537	0.9085365853658537	FALSE	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter	NA
a220f0096dae43d76ccd0f3eff7324fd	0.0021123465609821247	8	NA	0.792834807468954	0.792834807468954	FALSE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
7969b138c461366e4f6f614d7c64458c	0.014295879717192659	17	NA	0.7123202001250782	0.7123202001250782	FALSE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	NA
bc8e8cf554a6d18e037e515f80326741	0.007795572771614239	19	NA	0.9604440275171983	0.9604440275171983	FALSE	d__Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
f722cadced7b3ea1759566b3a4b90504	0.0034580552874402723	17	NA	0.9434914678817118	0.9434914678817118	FALSE	d__Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
ddf1d6c374ff640fe896a4701e9573a0	0.003385479703253513	14	NA	0.9085365853658537	0.9085365853658537	FALSE	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Tanticharoenia	NA
8f09478ac34752d57d5060a0e350eb51	8.105990878557972e-4	8	NA	0.792834807468954	0.792834807468954	FALSE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	NA	NA
f5034bb26c7b94295272c2a91eb0de2c	0.00271856012509701	16	NA	0.9332171893147503	0.9332171893147503	FALSE	d__Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	NA
c98ec52660d58e7b004950140f57b660	0.004386675302593345	17	NA	0.9434914678817118	0.9434914678817118	FALSE	d__Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter	NA
9b1ba8f4d9430aad90f30b0e480b6b57	0.001964226689411707	3	NA	0.6325783972125435	0.6325783972125435	FALSE	d__Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
50057df0cda9f10281adb4e91f79b1ea	0.0013511322360658965	4	NA	0.6702626641651032	0.6702626641651032	FALSE	d__Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	NA	NA
b48d92df54dbb18376c9da7d1cac6155	0.004580978559454806	17	NA	0.9434914678817118	0.9434914678817118	FALSE	d__Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	NA
2fdf96510bcdbbd86dce98af1e63505a	0.003139049223114984	18	NA	0.9525328330206378	0.9525328330206378	FALSE	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria_sediminis
29e5213efa146f7d9fd6a203fec0f5f3	0.0018157316737493637	13	NA	0.8939024390243903	0.8939024390243903	FALSE	d__Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Domibacillus	NA
3b18ebdd6f99f90439fa2582454ad517	0.003524458426654463	11	NA	0.859443402126329	0.859443402126329	FALSE	d__Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
e0557590affb1276c8f8065261b5b9cd	0.003953416810987008	16	NA	0.9332171893147503	0.9332171893147503	FALSE	d__Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	NA
8ed0b73b2169be7d0db7f9355fb558e7	0.0030485043696245146	15	NA	0.921602787456446	0.921602787456446	FALSE	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	NA
84c766c75ee1325fc00624f394aa4d9d	0.002493142609774235	16	NA	0.9332171893147503	0.9332171893147503	FALSE	d__Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_ixorae
3255339e236ead1c25884e595e104579	9.208405053681475e-4	4	NA	0.6702626641651032	0.6702626641651032	FALSE	d__Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	NA
